,Id1,Id2,Type of Content
536,Lvnd00,NFL,Mention
536,Lvnd00,nflnetwork,Mention
536,Lvnd00,ESPNNFL,Mention
539,ubok1978,Aftermath_KC,Mention
540,BREAK_BoyAplus,FormerNFLFan789,RT
542,SpikeTheNews2,FormerNFLFan789,RT
543,Lisa20271524,Sir_Saint1,RT
544,ayoo_noah,FormerNFLFan789,RT
545,ayoo_noah,edits841,RT
546,FormerNFLFan789,edits841,RT
547,BenLineback,FormerNFLFan789,RT
549,edits841,FormerNFLFan789,RT
550,phee2_mc,FormerNFLFan789,RT
551,InkyBri,NFL,Mention
552,DigitalPtGuard,FormerNFLFan789,RT
554,SiefkenRobert,AdamSchefter,Mention
555,grandadteddy,AdamSchefter,Mention
557,LordShaq2,FormerNFLFan789,RT
558,Shadology101,FormerNFLFan789,RT
559,DanielMusto10,FormerNFLFan789,RT
561,cammarshallfilm,TH3_GOD_,Mention
561,cammarshallfilm,YoungAngel_,Mention
561,cammarshallfilm,FirstTake,Mention
561,cammarshallfilm,MikeFrancesa,Mention
562,FormerNFLFan789,MAGAMAN858,RT
562,FormerNFLFan789,NFL,RT
563,FormerNFLFan789,BornCincyFan,RT
563,FormerNFLFan789,nflcommish,RT
563,FormerNFLFan789,NFL,RT
566,FootballFan734,nflcommish,Mention
567,wtondo,TheHouse_Ent,RT
568,_TheZyro,barstoolsports,RT
571,MAGAMAN858,NFL,Mention
572,Piersky65,realAlexRWagner,RT
573,_VictorChaos,Billyhottakes,Mention
573,_VictorChaos,PFN365,Mention
574,THE_GRAYF0X,WilliamScottDe3,Mention
574,THE_GRAYF0X,GottliebShow,Mention
575,THE_GRAYF0X,NFL,Mention
576,SiefkenRobert,Chiefs,Mention
578,rusteezeworld,WorimiFella,RT
578,rusteezeworld,Bengals,RT
579,Gruelingtruth,thebengalorian,Mention
579,Gruelingtruth,TheBengalsWire,Mention
579,Gruelingtruth,WhoDey_UK,Mention
579,Gruelingtruth,BengalsNation8,Mention
579,Gruelingtruth,moose196850,Mention
579,Gruelingtruth,WhoooDeyy,Mention
579,Gruelingtruth,BengalsTalk,Mention
580,WilliamScottDe3,GottliebShow,Mention
582,ChadJobe2,ShereeWLWT,Mention
583,9thwdleekilla,Throwback420,RT
584,cinbengalsJB9,TonyKnowsBall,RT
585,cinbengalsJB9,gosuprime21,RT
586,cinbengalsJB9,LazyMxtt,RT
587,cinbengalsJB9,ppotterta,RT
588,cinbengalsJB9,MediaLiarz,RT
588,cinbengalsJB9,tkelce,RT
588,cinbengalsJB9,PatrickMahomes,RT
588,cinbengalsJB9,BrittanyLynne,RT
589,cinbengalsJB9,GetYoShinebox,RT
591,cinbengalsJB9,CINClothingCo,RT
592,cinbengalsJB9,punkrockdub,RT
593,cinbengalsJB9,VARGASSZNN,RT
594,cinbengalsJB9,Thomas_Buckeye5,RT
595,cinbengalsJB9,DatFrostyOne,RT
596,cinbengalsJB9,Cromezn,RT
597,DonBrow77958233,NFL,Mention
597,DonBrow77958233,TomBrady,Mention
598,cinbengalsJB9,curtisxu,RT
599,cinbengalsJB9,Pi_sulaiman,RT
600,jayspartan20,MasterAtWorkinc,RT
602,Layne__w,FormerNFLFan789,RT
603,texaskid4life,MasterAtWorkinc,RT
606,floydianship,MasterAtWorkinc,RT
607,BornCincyFan,nflcommish,Mention
607,BornCincyFan,NFL,Mention
608,MasterAtWorkinc,MasterAtWorkinc,RT
609,PropMclaughlin_,Mikechanginvest,RT
610,THE_GRAYF0X,JoeGoodberry,Mention
610,THE_GRAYF0X,nfl,Mention
611,NoDiiscussiion,CoachOBrien,Mention
611,NoDiiscussiion,WokeThuney,Mention
611,NoDiiscussiion,NFL_DovKleiman,Mention
611,NoDiiscussiion,Real10jayy__,Mention
612,Pqranold,edits841,RT
614,WTFinSoCal,heyjacqui_,Mention
615,FormerNFLFan789,THE_GRAYF0X,RT
615,FormerNFLFan789,nfl,RT
615,FormerNFLFan789,NFLOfficiating,RT
615,FormerNFLFan789,nflcommish,RT
617,THE_GRAYF0X,nfl,Mention
617,THE_GRAYF0X,NFLOfficiating,Mention
617,THE_GRAYF0X,nflcommish,Mention
618,jackihillis22,DonCoop20,Mention
618,jackihillis22,PFTCommenter,Mention
618,jackihillis22,ArianFoster,Mention
620,KecksterFal,_willcompton,Mention
621,SkylerBertram1,VivaLaStool,RT
621,SkylerBertram1,ArianFoster,RT
621,SkylerBertram1,MacrodosingPod,RT
622,RicoMuscatel,NFLonFOX,Mention
622,RicoMuscatel,Chiefs,Mention
622,RicoMuscatel,Eagles,Mention
623,EspressoJose,tipico,Mention
624,thetadrivium,Throwback420,RT
625,thetadrivium,GetYoShinebox,RT
627,plingon11,Readitandweep2,Mention
629,Jan11555,taufikl,Mention
630,SpadedLord,midwest_fancy,RT
632,Dwheel_14,NFL,Mention
632,Dwheel_14,NFLonFOX,Mention
632,Dwheel_14,NFLFilms,Mention
632,Dwheel_14,Chiefs,Mention
632,Dwheel_14,Bengals,Mention
633,ubok1978,Kramed67037,Mention
633,ubok1978,GottliebShow,Mention
634,Viyapoo,WWERuthlessEra,RT
635,punkrockdub,GeneSteratore,Mention
636,Lvnd00,NFL,Mention
636,Lvnd00,nflnetwork,Mention
636,Lvnd00,ESPNNFL,Mention
639,ubok1978,Aftermath_KC,Mention
640,BREAK_BoyAplus,FormerNFLFan789,RT
642,SpikeTheNews2,FormerNFLFan789,RT
643,Lisa20271524,Sir_Saint1,RT
644,ayoo_noah,FormerNFLFan789,RT
645,ayoo_noah,edits841,RT
646,FormerNFLFan789,edits841,RT
647,BenLineback,FormerNFLFan789,RT
649,edits841,FormerNFLFan789,RT
650,phee2_mc,FormerNFLFan789,RT
651,InkyBri,NFL,Mention
652,DigitalPtGuard,FormerNFLFan789,RT
654,SiefkenRobert,AdamSchefter,Mention
655,grandadteddy,AdamSchefter,Mention
657,LordShaq2,FormerNFLFan789,RT
658,Shadology101,FormerNFLFan789,RT
659,DanielMusto10,FormerNFLFan789,RT
661,cammarshallfilm,TH3_GOD_,Mention
661,cammarshallfilm,YoungAngel_,Mention
661,cammarshallfilm,FirstTake,Mention
661,cammarshallfilm,MikeFrancesa,Mention
662,FormerNFLFan789,MAGAMAN858,RT
662,FormerNFLFan789,NFL,RT
663,FormerNFLFan789,BornCincyFan,RT
663,FormerNFLFan789,nflcommish,RT
663,FormerNFLFan789,NFL,RT
666,FootballFan734,nflcommish,Mention
667,wtondo,TheHouse_Ent,RT
668,_TheZyro,barstoolsports,RT
671,MAGAMAN858,NFL,Mention
672,Piersky65,realAlexRWagner,RT
673,_VictorChaos,Billyhottakes,Mention
673,_VictorChaos,PFN365,Mention
674,THE_GRAYF0X,WilliamScottDe3,Mention
674,THE_GRAYF0X,GottliebShow,Mention
675,THE_GRAYF0X,NFL,Mention
676,SiefkenRobert,Chiefs,Mention
678,rusteezeworld,WorimiFella,RT
678,rusteezeworld,Bengals,RT
679,Gruelingtruth,thebengalorian,Mention
679,Gruelingtruth,TheBengalsWire,Mention
679,Gruelingtruth,WhoDey_UK,Mention
679,Gruelingtruth,BengalsNation8,Mention
679,Gruelingtruth,moose196850,Mention
679,Gruelingtruth,WhoooDeyy,Mention
679,Gruelingtruth,BengalsTalk,Mention
680,WilliamScottDe3,GottliebShow,Mention
682,ChadJobe2,ShereeWLWT,Mention
683,9thwdleekilla,Throwback420,RT
684,cinbengalsJB9,TonyKnowsBall,RT
685,cinbengalsJB9,gosuprime21,RT
686,cinbengalsJB9,LazyMxtt,RT
687,cinbengalsJB9,ppotterta,RT
688,cinbengalsJB9,MediaLiarz,RT
688,cinbengalsJB9,tkelce,RT
688,cinbengalsJB9,PatrickMahomes,RT
688,cinbengalsJB9,BrittanyLynne,RT
689,cinbengalsJB9,GetYoShinebox,RT
691,cinbengalsJB9,CINClothingCo,RT
692,cinbengalsJB9,punkrockdub,RT
693,cinbengalsJB9,VARGASSZNN,RT
694,cinbengalsJB9,Thomas_Buckeye5,RT
695,cinbengalsJB9,DatFrostyOne,RT
696,cinbengalsJB9,Cromezn,RT
697,DonBrow77958233,NFL,Mention
697,DonBrow77958233,TomBrady,Mention
698,cinbengalsJB9,curtisxu,RT
699,cinbengalsJB9,Pi_sulaiman,RT
700,jayspartan20,MasterAtWorkinc,RT
702,Layne__w,FormerNFLFan789,RT
703,texaskid4life,MasterAtWorkinc,RT
706,floydianship,MasterAtWorkinc,RT
707,BornCincyFan,nflcommish,Mention
707,BornCincyFan,NFL,Mention
708,MasterAtWorkinc,MasterAtWorkinc,RT
709,PropMclaughlin_,Mikechanginvest,RT
710,THE_GRAYF0X,JoeGoodberry,Mention
710,THE_GRAYF0X,nfl,Mention
711,NoDiiscussiion,CoachOBrien,Mention
711,NoDiiscussiion,WokeThuney,Mention
711,NoDiiscussiion,NFL_DovKleiman,Mention
711,NoDiiscussiion,Real10jayy__,Mention
712,Pqranold,edits841,RT
714,WTFinSoCal,heyjacqui_,Mention
715,FormerNFLFan789,THE_GRAYF0X,RT
715,FormerNFLFan789,nfl,RT
715,FormerNFLFan789,NFLOfficiating,RT
715,FormerNFLFan789,nflcommish,RT
717,THE_GRAYF0X,nfl,Mention
717,THE_GRAYF0X,NFLOfficiating,Mention
717,THE_GRAYF0X,nflcommish,Mention
718,jackihillis22,DonCoop20,Mention
718,jackihillis22,PFTCommenter,Mention
718,jackihillis22,ArianFoster,Mention
720,KecksterFal,_willcompton,Mention
721,SkylerBertram1,VivaLaStool,RT
721,SkylerBertram1,ArianFoster,RT
721,SkylerBertram1,MacrodosingPod,RT
722,RicoMuscatel,NFLonFOX,Mention
722,RicoMuscatel,Chiefs,Mention
722,RicoMuscatel,Eagles,Mention
723,EspressoJose,tipico,Mention
724,thetadrivium,Throwback420,RT
725,thetadrivium,GetYoShinebox,RT
727,plingon11,Readitandweep2,Mention
729,Jan11555,taufikl,Mention
730,SpadedLord,midwest_fancy,RT
732,Dwheel_14,NFL,Mention
732,Dwheel_14,NFLonFOX,Mention
732,Dwheel_14,NFLFilms,Mention
732,Dwheel_14,Chiefs,Mention
732,Dwheel_14,Bengals,Mention
733,ubok1978,Kramed67037,Mention
733,ubok1978,GottliebShow,Mention
734,Viyapoo,WWERuthlessEra,RT
735,punkrockdub,GeneSteratore,Mention
736,Lvnd00,NFL,Mention
736,Lvnd00,nflnetwork,Mention
736,Lvnd00,ESPNNFL,Mention
739,ubok1978,Aftermath_KC,Mention
740,BREAK_BoyAplus,FormerNFLFan789,RT
742,SpikeTheNews2,FormerNFLFan789,RT
743,Lisa20271524,Sir_Saint1,RT
744,ayoo_noah,FormerNFLFan789,RT
745,ayoo_noah,edits841,RT
746,FormerNFLFan789,edits841,RT
747,BenLineback,FormerNFLFan789,RT
749,edits841,FormerNFLFan789,RT
750,phee2_mc,FormerNFLFan789,RT
751,InkyBri,NFL,Mention
752,DigitalPtGuard,FormerNFLFan789,RT
754,SiefkenRobert,AdamSchefter,Mention
755,grandadteddy,AdamSchefter,Mention
757,LordShaq2,FormerNFLFan789,RT
758,Shadology101,FormerNFLFan789,RT
759,DanielMusto10,FormerNFLFan789,RT
761,cammarshallfilm,TH3_GOD_,Mention
761,cammarshallfilm,YoungAngel_,Mention
761,cammarshallfilm,FirstTake,Mention
761,cammarshallfilm,MikeFrancesa,Mention
762,FormerNFLFan789,MAGAMAN858,RT
762,FormerNFLFan789,NFL,RT
763,FormerNFLFan789,BornCincyFan,RT
763,FormerNFLFan789,nflcommish,RT
763,FormerNFLFan789,NFL,RT
766,FootballFan734,nflcommish,Mention
767,wtondo,TheHouse_Ent,RT
768,_TheZyro,barstoolsports,RT
771,MAGAMAN858,NFL,Mention
772,Piersky65,realAlexRWagner,RT
773,_VictorChaos,Billyhottakes,Mention
773,_VictorChaos,PFN365,Mention
774,THE_GRAYF0X,WilliamScottDe3,Mention
774,THE_GRAYF0X,GottliebShow,Mention
775,THE_GRAYF0X,NFL,Mention
776,SiefkenRobert,Chiefs,Mention
778,rusteezeworld,WorimiFella,RT
778,rusteezeworld,Bengals,RT
779,Gruelingtruth,thebengalorian,Mention
779,Gruelingtruth,TheBengalsWire,Mention
779,Gruelingtruth,WhoDey_UK,Mention
779,Gruelingtruth,BengalsNation8,Mention
779,Gruelingtruth,moose196850,Mention
779,Gruelingtruth,WhoooDeyy,Mention
779,Gruelingtruth,BengalsTalk,Mention
780,WilliamScottDe3,GottliebShow,Mention
782,ChadJobe2,ShereeWLWT,Mention
783,9thwdleekilla,Throwback420,RT
784,cinbengalsJB9,TonyKnowsBall,RT
785,cinbengalsJB9,gosuprime21,RT
786,cinbengalsJB9,LazyMxtt,RT
787,cinbengalsJB9,ppotterta,RT
788,cinbengalsJB9,MediaLiarz,RT
788,cinbengalsJB9,tkelce,RT
788,cinbengalsJB9,PatrickMahomes,RT
788,cinbengalsJB9,BrittanyLynne,RT
789,cinbengalsJB9,GetYoShinebox,RT
791,cinbengalsJB9,CINClothingCo,RT
792,cinbengalsJB9,punkrockdub,RT
793,cinbengalsJB9,VARGASSZNN,RT
794,cinbengalsJB9,Thomas_Buckeye5,RT
795,cinbengalsJB9,DatFrostyOne,RT
796,cinbengalsJB9,Cromezn,RT
797,DonBrow77958233,NFL,Mention
797,DonBrow77958233,TomBrady,Mention
798,cinbengalsJB9,curtisxu,RT
799,cinbengalsJB9,Pi_sulaiman,RT
800,jayspartan20,MasterAtWorkinc,RT
802,Layne__w,FormerNFLFan789,RT
803,texaskid4life,MasterAtWorkinc,RT
806,floydianship,MasterAtWorkinc,RT
807,BornCincyFan,nflcommish,Mention
807,BornCincyFan,NFL,Mention
808,MasterAtWorkinc,MasterAtWorkinc,RT
809,PropMclaughlin_,Mikechanginvest,RT
810,THE_GRAYF0X,JoeGoodberry,Mention
810,THE_GRAYF0X,nfl,Mention
811,NoDiiscussiion,CoachOBrien,Mention
811,NoDiiscussiion,WokeThuney,Mention
811,NoDiiscussiion,NFL_DovKleiman,Mention
811,NoDiiscussiion,Real10jayy__,Mention
812,Pqranold,edits841,RT
814,WTFinSoCal,heyjacqui_,Mention
815,FormerNFLFan789,THE_GRAYF0X,RT
815,FormerNFLFan789,nfl,RT
815,FormerNFLFan789,NFLOfficiating,RT
815,FormerNFLFan789,nflcommish,RT
817,THE_GRAYF0X,nfl,Mention
817,THE_GRAYF0X,NFLOfficiating,Mention
817,THE_GRAYF0X,nflcommish,Mention
818,jackihillis22,DonCoop20,Mention
818,jackihillis22,PFTCommenter,Mention
818,jackihillis22,ArianFoster,Mention
820,KecksterFal,_willcompton,Mention
821,SkylerBertram1,VivaLaStool,RT
821,SkylerBertram1,ArianFoster,RT
821,SkylerBertram1,MacrodosingPod,RT
822,RicoMuscatel,NFLonFOX,Mention
822,RicoMuscatel,Chiefs,Mention
822,RicoMuscatel,Eagles,Mention
823,EspressoJose,tipico,Mention
824,thetadrivium,Throwback420,RT
825,thetadrivium,GetYoShinebox,RT
827,plingon11,Readitandweep2,Mention
829,Jan11555,taufikl,Mention
830,SpadedLord,midwest_fancy,RT
832,Dwheel_14,NFL,Mention
832,Dwheel_14,NFLonFOX,Mention
832,Dwheel_14,NFLFilms,Mention
832,Dwheel_14,Chiefs,Mention
832,Dwheel_14,Bengals,Mention
833,ubok1978,Kramed67037,Mention
833,ubok1978,GottliebShow,Mention
834,Viyapoo,WWERuthlessEra,RT
835,punkrockdub,GeneSteratore,Mention
836,Lvnd00,NFL,Mention
836,Lvnd00,nflnetwork,Mention
836,Lvnd00,ESPNNFL,Mention
839,ubok1978,Aftermath_KC,Mention
840,BREAK_BoyAplus,FormerNFLFan789,RT
842,SpikeTheNews2,FormerNFLFan789,RT
843,Lisa20271524,Sir_Saint1,RT
844,ayoo_noah,FormerNFLFan789,RT
845,ayoo_noah,edits841,RT
846,FormerNFLFan789,edits841,RT
847,BenLineback,FormerNFLFan789,RT
849,edits841,FormerNFLFan789,RT
850,phee2_mc,FormerNFLFan789,RT
851,InkyBri,NFL,Mention
852,DigitalPtGuard,FormerNFLFan789,RT
854,SiefkenRobert,AdamSchefter,Mention
855,grandadteddy,AdamSchefter,Mention
857,LordShaq2,FormerNFLFan789,RT
858,Shadology101,FormerNFLFan789,RT
859,DanielMusto10,FormerNFLFan789,RT
861,cammarshallfilm,TH3_GOD_,Mention
861,cammarshallfilm,YoungAngel_,Mention
861,cammarshallfilm,FirstTake,Mention
861,cammarshallfilm,MikeFrancesa,Mention
862,FormerNFLFan789,MAGAMAN858,RT
862,FormerNFLFan789,NFL,RT
863,FormerNFLFan789,BornCincyFan,RT
863,FormerNFLFan789,nflcommish,RT
863,FormerNFLFan789,NFL,RT
866,FootballFan734,nflcommish,Mention
867,wtondo,TheHouse_Ent,RT
868,_TheZyro,barstoolsports,RT
871,MAGAMAN858,NFL,Mention
872,Piersky65,realAlexRWagner,RT
873,_VictorChaos,Billyhottakes,Mention
873,_VictorChaos,PFN365,Mention
874,THE_GRAYF0X,WilliamScottDe3,Mention
874,THE_GRAYF0X,GottliebShow,Mention
875,THE_GRAYF0X,NFL,Mention
876,SiefkenRobert,Chiefs,Mention
878,rusteezeworld,WorimiFella,RT
878,rusteezeworld,Bengals,RT
879,Gruelingtruth,thebengalorian,Mention
879,Gruelingtruth,TheBengalsWire,Mention
879,Gruelingtruth,WhoDey_UK,Mention
879,Gruelingtruth,BengalsNation8,Mention
879,Gruelingtruth,moose196850,Mention
879,Gruelingtruth,WhoooDeyy,Mention
879,Gruelingtruth,BengalsTalk,Mention
880,WilliamScottDe3,GottliebShow,Mention
882,ChadJobe2,ShereeWLWT,Mention
883,9thwdleekilla,Throwback420,RT
884,cinbengalsJB9,TonyKnowsBall,RT
885,cinbengalsJB9,gosuprime21,RT
886,cinbengalsJB9,LazyMxtt,RT
887,cinbengalsJB9,ppotterta,RT
888,cinbengalsJB9,MediaLiarz,RT
888,cinbengalsJB9,tkelce,RT
888,cinbengalsJB9,PatrickMahomes,RT
888,cinbengalsJB9,BrittanyLynne,RT
889,cinbengalsJB9,GetYoShinebox,RT
891,cinbengalsJB9,CINClothingCo,RT
892,cinbengalsJB9,punkrockdub,RT
893,cinbengalsJB9,VARGASSZNN,RT
894,cinbengalsJB9,Thomas_Buckeye5,RT
895,cinbengalsJB9,DatFrostyOne,RT
896,cinbengalsJB9,Cromezn,RT
897,DonBrow77958233,NFL,Mention
897,DonBrow77958233,TomBrady,Mention
898,cinbengalsJB9,curtisxu,RT
899,cinbengalsJB9,Pi_sulaiman,RT
900,jayspartan20,MasterAtWorkinc,RT
902,Layne__w,FormerNFLFan789,RT
903,texaskid4life,MasterAtWorkinc,RT
906,floydianship,MasterAtWorkinc,RT
907,BornCincyFan,nflcommish,Mention
907,BornCincyFan,NFL,Mention
908,MasterAtWorkinc,MasterAtWorkinc,RT
909,PropMclaughlin_,Mikechanginvest,RT
910,THE_GRAYF0X,JoeGoodberry,Mention
910,THE_GRAYF0X,nfl,Mention
911,NoDiiscussiion,CoachOBrien,Mention
911,NoDiiscussiion,WokeThuney,Mention
911,NoDiiscussiion,NFL_DovKleiman,Mention
911,NoDiiscussiion,Real10jayy__,Mention
912,Pqranold,edits841,RT
914,WTFinSoCal,heyjacqui_,Mention
915,FormerNFLFan789,THE_GRAYF0X,RT
915,FormerNFLFan789,nfl,RT
915,FormerNFLFan789,NFLOfficiating,RT
915,FormerNFLFan789,nflcommish,RT
917,THE_GRAYF0X,nfl,Mention
917,THE_GRAYF0X,NFLOfficiating,Mention
917,THE_GRAYF0X,nflcommish,Mention
918,jackihillis22,DonCoop20,Mention
918,jackihillis22,PFTCommenter,Mention
918,jackihillis22,ArianFoster,Mention
920,KecksterFal,_willcompton,Mention
921,SkylerBertram1,VivaLaStool,RT
921,SkylerBertram1,ArianFoster,RT
921,SkylerBertram1,MacrodosingPod,RT
922,RicoMuscatel,NFLonFOX,Mention
922,RicoMuscatel,Chiefs,Mention
922,RicoMuscatel,Eagles,Mention
923,EspressoJose,tipico,Mention
924,thetadrivium,Throwback420,RT
925,thetadrivium,GetYoShinebox,RT
927,plingon11,Readitandweep2,Mention
929,Jan11555,taufikl,Mention
930,SpadedLord,midwest_fancy,RT
932,Dwheel_14,NFL,Mention
932,Dwheel_14,NFLonFOX,Mention
932,Dwheel_14,NFLFilms,Mention
932,Dwheel_14,Chiefs,Mention
932,Dwheel_14,Bengals,Mention
933,ubok1978,Kramed67037,Mention
933,ubok1978,GottliebShow,Mention
934,Viyapoo,WWERuthlessEra,RT
935,punkrockdub,GeneSteratore,Mention
936,Lvnd00,NFL,Mention
936,Lvnd00,nflnetwork,Mention
936,Lvnd00,ESPNNFL,Mention
939,ubok1978,Aftermath_KC,Mention
940,BREAK_BoyAplus,FormerNFLFan789,RT
942,SpikeTheNews2,FormerNFLFan789,RT
943,Lisa20271524,Sir_Saint1,RT
944,ayoo_noah,FormerNFLFan789,RT
945,ayoo_noah,edits841,RT
946,FormerNFLFan789,edits841,RT
947,BenLineback,FormerNFLFan789,RT
949,edits841,FormerNFLFan789,RT
950,phee2_mc,FormerNFLFan789,RT
951,InkyBri,NFL,Mention
952,DigitalPtGuard,FormerNFLFan789,RT
954,SiefkenRobert,AdamSchefter,Mention
955,grandadteddy,AdamSchefter,Mention
957,LordShaq2,FormerNFLFan789,RT
958,Shadology101,FormerNFLFan789,RT
959,DanielMusto10,FormerNFLFan789,RT
961,cammarshallfilm,TH3_GOD_,Mention
961,cammarshallfilm,YoungAngel_,Mention
961,cammarshallfilm,FirstTake,Mention
961,cammarshallfilm,MikeFrancesa,Mention
962,FormerNFLFan789,MAGAMAN858,RT
962,FormerNFLFan789,NFL,RT
963,FormerNFLFan789,BornCincyFan,RT
963,FormerNFLFan789,nflcommish,RT
963,FormerNFLFan789,NFL,RT
966,FootballFan734,nflcommish,Mention
967,wtondo,TheHouse_Ent,RT
968,_TheZyro,barstoolsports,RT
971,MAGAMAN858,NFL,Mention
972,Piersky65,realAlexRWagner,RT
973,_VictorChaos,Billyhottakes,Mention
973,_VictorChaos,PFN365,Mention
974,THE_GRAYF0X,WilliamScottDe3,Mention
974,THE_GRAYF0X,GottliebShow,Mention
975,THE_GRAYF0X,NFL,Mention
976,SiefkenRobert,Chiefs,Mention
978,rusteezeworld,WorimiFella,RT
978,rusteezeworld,Bengals,RT
979,Gruelingtruth,thebengalorian,Mention
979,Gruelingtruth,TheBengalsWire,Mention
979,Gruelingtruth,WhoDey_UK,Mention
979,Gruelingtruth,BengalsNation8,Mention
979,Gruelingtruth,moose196850,Mention
979,Gruelingtruth,WhoooDeyy,Mention
979,Gruelingtruth,BengalsTalk,Mention
980,WilliamScottDe3,GottliebShow,Mention
982,ChadJobe2,ShereeWLWT,Mention
983,9thwdleekilla,Throwback420,RT
984,cinbengalsJB9,TonyKnowsBall,RT
985,cinbengalsJB9,gosuprime21,RT
986,cinbengalsJB9,LazyMxtt,RT
987,cinbengalsJB9,ppotterta,RT
988,cinbengalsJB9,MediaLiarz,RT
988,cinbengalsJB9,tkelce,RT
988,cinbengalsJB9,PatrickMahomes,RT
988,cinbengalsJB9,BrittanyLynne,RT
989,cinbengalsJB9,GetYoShinebox,RT
991,cinbengalsJB9,CINClothingCo,RT
992,cinbengalsJB9,punkrockdub,RT
993,cinbengalsJB9,VARGASSZNN,RT
994,cinbengalsJB9,Thomas_Buckeye5,RT
995,cinbengalsJB9,DatFrostyOne,RT
996,cinbengalsJB9,Cromezn,RT
997,DonBrow77958233,NFL,Mention
997,DonBrow77958233,TomBrady,Mention
998,cinbengalsJB9,curtisxu,RT
999,cinbengalsJB9,Pi_sulaiman,RT
1000,jayspartan20,MasterAtWorkinc,RT
1002,Layne__w,FormerNFLFan789,RT
1003,texaskid4life,MasterAtWorkinc,RT
1006,floydianship,MasterAtWorkinc,RT
1007,BornCincyFan,nflcommish,Mention
1007,BornCincyFan,NFL,Mention
1008,MasterAtWorkinc,MasterAtWorkinc,RT
1009,PropMclaughlin_,Mikechanginvest,RT
1010,THE_GRAYF0X,JoeGoodberry,Mention
1010,THE_GRAYF0X,nfl,Mention
1011,NoDiiscussiion,CoachOBrien,Mention
1011,NoDiiscussiion,WokeThuney,Mention
1011,NoDiiscussiion,NFL_DovKleiman,Mention
1011,NoDiiscussiion,Real10jayy__,Mention
1012,Pqranold,edits841,RT
1014,WTFinSoCal,heyjacqui_,Mention
1015,FormerNFLFan789,THE_GRAYF0X,RT
1015,FormerNFLFan789,nfl,RT
1015,FormerNFLFan789,NFLOfficiating,RT
1015,FormerNFLFan789,nflcommish,RT
1017,THE_GRAYF0X,nfl,Mention
1017,THE_GRAYF0X,NFLOfficiating,Mention
1017,THE_GRAYF0X,nflcommish,Mention
1018,jackihillis22,DonCoop20,Mention
1018,jackihillis22,PFTCommenter,Mention
1018,jackihillis22,ArianFoster,Mention
1020,KecksterFal,_willcompton,Mention
1021,SkylerBertram1,VivaLaStool,RT
1021,SkylerBertram1,ArianFoster,RT
1021,SkylerBertram1,MacrodosingPod,RT
1022,RicoMuscatel,NFLonFOX,Mention
1022,RicoMuscatel,Chiefs,Mention
1022,RicoMuscatel,Eagles,Mention
1023,EspressoJose,tipico,Mention
1024,thetadrivium,Throwback420,RT
1025,thetadrivium,GetYoShinebox,RT
1027,plingon11,Readitandweep2,Mention
1029,Jan11555,taufikl,Mention
1030,SpadedLord,midwest_fancy,RT
1032,Dwheel_14,NFL,Mention
1032,Dwheel_14,NFLonFOX,Mention
1032,Dwheel_14,NFLFilms,Mention
1032,Dwheel_14,Chiefs,Mention
1032,Dwheel_14,Bengals,Mention
1033,ubok1978,Kramed67037,Mention
1033,ubok1978,GottliebShow,Mention
1034,Viyapoo,WWERuthlessEra,RT
1035,punkrockdub,GeneSteratore,Mention
1036,Lvnd00,NFL,Mention
1036,Lvnd00,nflnetwork,Mention
1036,Lvnd00,ESPNNFL,Mention
1039,ubok1978,Aftermath_KC,Mention
1040,BREAK_BoyAplus,FormerNFLFan789,RT
1042,SpikeTheNews2,FormerNFLFan789,RT
1043,Lisa20271524,Sir_Saint1,RT
1044,ayoo_noah,FormerNFLFan789,RT
1045,ayoo_noah,edits841,RT
1046,FormerNFLFan789,edits841,RT
1047,BenLineback,FormerNFLFan789,RT
1049,edits841,FormerNFLFan789,RT
1050,phee2_mc,FormerNFLFan789,RT
1051,InkyBri,NFL,Mention
1052,DigitalPtGuard,FormerNFLFan789,RT
1054,SiefkenRobert,AdamSchefter,Mention
1055,grandadteddy,AdamSchefter,Mention
1057,LordShaq2,FormerNFLFan789,RT
1058,Shadology101,FormerNFLFan789,RT
1059,DanielMusto10,FormerNFLFan789,RT
1061,cammarshallfilm,TH3_GOD_,Mention
1061,cammarshallfilm,YoungAngel_,Mention
1061,cammarshallfilm,FirstTake,Mention
1061,cammarshallfilm,MikeFrancesa,Mention
1062,FormerNFLFan789,MAGAMAN858,RT
1062,FormerNFLFan789,NFL,RT
1063,FormerNFLFan789,BornCincyFan,RT
1063,FormerNFLFan789,nflcommish,RT
1063,FormerNFLFan789,NFL,RT
1066,FootballFan734,nflcommish,Mention
1067,wtondo,TheHouse_Ent,RT
1068,_TheZyro,barstoolsports,RT
1071,MAGAMAN858,NFL,Mention
1072,Piersky65,realAlexRWagner,RT
1073,_VictorChaos,Billyhottakes,Mention
1073,_VictorChaos,PFN365,Mention
1074,THE_GRAYF0X,WilliamScottDe3,Mention
1074,THE_GRAYF0X,GottliebShow,Mention
1075,THE_GRAYF0X,NFL,Mention
1076,SiefkenRobert,Chiefs,Mention
1078,rusteezeworld,WorimiFella,RT
1078,rusteezeworld,Bengals,RT
1079,Gruelingtruth,thebengalorian,Mention
1079,Gruelingtruth,TheBengalsWire,Mention
1079,Gruelingtruth,WhoDey_UK,Mention
1079,Gruelingtruth,BengalsNation8,Mention
1079,Gruelingtruth,moose196850,Mention
