,Id1,Id2,Type of Content
3915,FormerNFLFan789,nfl,RT
3915,FormerNFLFan789,NFLOfficiating,RT
3915,FormerNFLFan789,nflcommish,RT
3917,THE_GRAYF0X,nfl,Mention
3917,THE_GRAYF0X,NFLOfficiating,Mention
3917,THE_GRAYF0X,nflcommish,Mention
3918,jackihillis22,DonCoop20,Mention
3918,jackihillis22,PFTCommenter,Mention
3918,jackihillis22,ArianFoster,Mention
3920,KecksterFal,_willcompton,Mention
3921,SkylerBertram1,VivaLaStool,RT
3921,SkylerBertram1,ArianFoster,RT
3921,SkylerBertram1,MacrodosingPod,RT
3922,RicoMuscatel,NFLonFOX,Mention
3922,RicoMuscatel,Chiefs,Mention
3922,RicoMuscatel,Eagles,Mention
3923,EspressoJose,tipico,Mention
3924,thetadrivium,Throwback420,RT
3925,thetadrivium,GetYoShinebox,RT
3927,plingon11,Readitandweep2,Mention
3929,Jan11555,taufikl,Mention
3930,SpadedLord,midwest_fancy,RT
3932,Dwheel_14,NFL,Mention
3932,Dwheel_14,NFLonFOX,Mention
3932,Dwheel_14,NFLFilms,Mention
3932,Dwheel_14,Chiefs,Mention
3932,Dwheel_14,Bengals,Mention
3933,ubok1978,Kramed67037,Mention
3933,ubok1978,GottliebShow,Mention
3934,Viyapoo,WWERuthlessEra,RT
3935,punkrockdub,GeneSteratore,Mention
3936,Lvnd00,NFL,Mention
3936,Lvnd00,nflnetwork,Mention
3936,Lvnd00,ESPNNFL,Mention
3939,ubok1978,Aftermath_KC,Mention
3940,BREAK_BoyAplus,FormerNFLFan789,RT
3942,SpikeTheNews2,FormerNFLFan789,RT
3943,Lisa20271524,Sir_Saint1,RT
3944,ayoo_noah,FormerNFLFan789,RT
3945,ayoo_noah,edits841,RT
3946,FormerNFLFan789,edits841,RT
3947,BenLineback,FormerNFLFan789,RT
3949,edits841,FormerNFLFan789,RT
3950,phee2_mc,FormerNFLFan789,RT
3951,InkyBri,NFL,Mention
3952,DigitalPtGuard,FormerNFLFan789,RT
3954,SiefkenRobert,AdamSchefter,Mention
3955,grandadteddy,AdamSchefter,Mention
3957,LordShaq2,FormerNFLFan789,RT
3958,Shadology101,FormerNFLFan789,RT
3959,DanielMusto10,FormerNFLFan789,RT
3961,cammarshallfilm,TH3_GOD_,Mention
3961,cammarshallfilm,YoungAngel_,Mention
3961,cammarshallfilm,FirstTake,Mention
3961,cammarshallfilm,MikeFrancesa,Mention
3962,FormerNFLFan789,MAGAMAN858,RT
3962,FormerNFLFan789,NFL,RT
3963,FormerNFLFan789,BornCincyFan,RT
3963,FormerNFLFan789,nflcommish,RT
3963,FormerNFLFan789,NFL,RT
3966,FootballFan734,nflcommish,Mention
3967,wtondo,TheHouse_Ent,RT
3968,_TheZyro,barstoolsports,RT
3971,MAGAMAN858,NFL,Mention
3972,Piersky65,realAlexRWagner,RT
3973,_VictorChaos,Billyhottakes,Mention
3973,_VictorChaos,PFN365,Mention
3974,THE_GRAYF0X,WilliamScottDe3,Mention
3974,THE_GRAYF0X,GottliebShow,Mention
3975,THE_GRAYF0X,NFL,Mention
3976,SiefkenRobert,Chiefs,Mention
3978,rusteezeworld,WorimiFella,RT
3978,rusteezeworld,Bengals,RT
3979,Gruelingtruth,thebengalorian,Mention
3979,Gruelingtruth,TheBengalsWire,Mention
3979,Gruelingtruth,WhoDey_UK,Mention
3979,Gruelingtruth,BengalsNation8,Mention
3979,Gruelingtruth,moose196850,Mention
3979,Gruelingtruth,WhoooDeyy,Mention
3979,Gruelingtruth,BengalsTalk,Mention
3980,WilliamScottDe3,GottliebShow,Mention
3982,ChadJobe2,ShereeWLWT,Mention
3983,9thwdleekilla,Throwback420,RT
3984,cinbengalsJB9,TonyKnowsBall,RT
3985,cinbengalsJB9,gosuprime21,RT
3986,cinbengalsJB9,LazyMxtt,RT
3987,cinbengalsJB9,ppotterta,RT
3988,cinbengalsJB9,MediaLiarz,RT
3988,cinbengalsJB9,tkelce,RT
3988,cinbengalsJB9,PatrickMahomes,RT
3988,cinbengalsJB9,BrittanyLynne,RT
3989,cinbengalsJB9,GetYoShinebox,RT
3991,cinbengalsJB9,CINClothingCo,RT
3992,cinbengalsJB9,punkrockdub,RT
3993,cinbengalsJB9,VARGASSZNN,RT
3994,cinbengalsJB9,Thomas_Buckeye5,RT
3995,cinbengalsJB9,DatFrostyOne,RT
3996,cinbengalsJB9,Cromezn,RT
3997,DonBrow77958233,NFL,Mention
3997,DonBrow77958233,TomBrady,Mention
3998,cinbengalsJB9,curtisxu,RT
3999,cinbengalsJB9,Pi_sulaiman,RT
4000,jayspartan20,MasterAtWorkinc,RT
4002,Layne__w,FormerNFLFan789,RT
4003,texaskid4life,MasterAtWorkinc,RT
4006,floydianship,MasterAtWorkinc,RT
4007,BornCincyFan,nflcommish,Mention
4007,BornCincyFan,NFL,Mention
4008,MasterAtWorkinc,MasterAtWorkinc,RT
4009,PropMclaughlin_,Mikechanginvest,RT
4010,THE_GRAYF0X,JoeGoodberry,Mention
4010,THE_GRAYF0X,nfl,Mention
4011,NoDiiscussiion,CoachOBrien,Mention
4011,NoDiiscussiion,WokeThuney,Mention
4011,NoDiiscussiion,NFL_DovKleiman,Mention
4011,NoDiiscussiion,Real10jayy__,Mention
4012,Pqranold,edits841,RT
4014,WTFinSoCal,heyjacqui_,Mention
4015,FormerNFLFan789,THE_GRAYF0X,RT
4015,FormerNFLFan789,nfl,RT
4015,FormerNFLFan789,NFLOfficiating,RT
4015,FormerNFLFan789,nflcommish,RT
4017,THE_GRAYF0X,nfl,Mention
4017,THE_GRAYF0X,NFLOfficiating,Mention
4017,THE_GRAYF0X,nflcommish,Mention
4018,jackihillis22,DonCoop20,Mention
4018,jackihillis22,PFTCommenter,Mention
4018,jackihillis22,ArianFoster,Mention
4020,KecksterFal,_willcompton,Mention
4021,SkylerBertram1,VivaLaStool,RT
4021,SkylerBertram1,ArianFoster,RT
4021,SkylerBertram1,MacrodosingPod,RT
4022,RicoMuscatel,NFLonFOX,Mention
4022,RicoMuscatel,Chiefs,Mention
4022,RicoMuscatel,Eagles,Mention
4023,EspressoJose,tipico,Mention
4024,thetadrivium,Throwback420,RT
4025,thetadrivium,GetYoShinebox,RT
4027,plingon11,Readitandweep2,Mention
4029,Jan11555,taufikl,Mention
4030,SpadedLord,midwest_fancy,RT
4032,Dwheel_14,NFL,Mention
4032,Dwheel_14,NFLonFOX,Mention
4032,Dwheel_14,NFLFilms,Mention
4032,Dwheel_14,Chiefs,Mention
4032,Dwheel_14,Bengals,Mention
4033,ubok1978,Kramed67037,Mention
4033,ubok1978,GottliebShow,Mention
4034,Viyapoo,WWERuthlessEra,RT
4035,punkrockdub,GeneSteratore,Mention
4036,Lvnd00,NFL,Mention
4036,Lvnd00,nflnetwork,Mention
4036,Lvnd00,ESPNNFL,Mention
4039,ubok1978,Aftermath_KC,Mention
4040,BREAK_BoyAplus,FormerNFLFan789,RT
4042,SpikeTheNews2,FormerNFLFan789,RT
4043,Lisa20271524,Sir_Saint1,RT
4044,ayoo_noah,FormerNFLFan789,RT
4045,ayoo_noah,edits841,RT
4046,FormerNFLFan789,edits841,RT
4047,BenLineback,FormerNFLFan789,RT
4049,edits841,FormerNFLFan789,RT
4050,phee2_mc,FormerNFLFan789,RT
4051,InkyBri,NFL,Mention
4052,DigitalPtGuard,FormerNFLFan789,RT
4054,SiefkenRobert,AdamSchefter,Mention
4055,grandadteddy,AdamSchefter,Mention
4057,LordShaq2,FormerNFLFan789,RT
4058,Shadology101,FormerNFLFan789,RT
4059,DanielMusto10,FormerNFLFan789,RT
4061,cammarshallfilm,TH3_GOD_,Mention
4061,cammarshallfilm,YoungAngel_,Mention
4061,cammarshallfilm,FirstTake,Mention
4061,cammarshallfilm,MikeFrancesa,Mention
4062,FormerNFLFan789,MAGAMAN858,RT
4062,FormerNFLFan789,NFL,RT
4063,FormerNFLFan789,BornCincyFan,RT
4063,FormerNFLFan789,nflcommish,RT
4063,FormerNFLFan789,NFL,RT
4066,FootballFan734,nflcommish,Mention
4067,wtondo,TheHouse_Ent,RT
4068,_TheZyro,barstoolsports,RT
4071,MAGAMAN858,NFL,Mention
4072,Piersky65,realAlexRWagner,RT
4073,_VictorChaos,Billyhottakes,Mention
4073,_VictorChaos,PFN365,Mention
4074,THE_GRAYF0X,WilliamScottDe3,Mention
4074,THE_GRAYF0X,GottliebShow,Mention
4075,THE_GRAYF0X,NFL,Mention
4076,SiefkenRobert,Chiefs,Mention
4078,rusteezeworld,WorimiFella,RT
4078,rusteezeworld,Bengals,RT
4079,Gruelingtruth,thebengalorian,Mention
4079,Gruelingtruth,TheBengalsWire,Mention
4079,Gruelingtruth,WhoDey_UK,Mention
4079,Gruelingtruth,BengalsNation8,Mention
4079,Gruelingtruth,moose196850,Mention
4079,Gruelingtruth,WhoooDeyy,Mention
4079,Gruelingtruth,BengalsTalk,Mention
4080,WilliamScottDe3,GottliebShow,Mention
4082,ChadJobe2,ShereeWLWT,Mention
4083,9thwdleekilla,Throwback420,RT
4084,cinbengalsJB9,TonyKnowsBall,RT
4085,cinbengalsJB9,gosuprime21,RT
4086,cinbengalsJB9,LazyMxtt,RT
4087,cinbengalsJB9,ppotterta,RT
4088,cinbengalsJB9,MediaLiarz,RT
4088,cinbengalsJB9,tkelce,RT
4088,cinbengalsJB9,PatrickMahomes,RT
4088,cinbengalsJB9,BrittanyLynne,RT
4089,cinbengalsJB9,GetYoShinebox,RT
4091,cinbengalsJB9,CINClothingCo,RT
4092,cinbengalsJB9,punkrockdub,RT
4093,cinbengalsJB9,VARGASSZNN,RT
4094,cinbengalsJB9,Thomas_Buckeye5,RT
4095,cinbengalsJB9,DatFrostyOne,RT
4096,cinbengalsJB9,Cromezn,RT
4097,DonBrow77958233,NFL,Mention
4097,DonBrow77958233,TomBrady,Mention
4098,cinbengalsJB9,curtisxu,RT
4099,cinbengalsJB9,Pi_sulaiman,RT
4100,jayspartan20,MasterAtWorkinc,RT
4102,Layne__w,FormerNFLFan789,RT
4103,texaskid4life,MasterAtWorkinc,RT
4106,floydianship,MasterAtWorkinc,RT
4107,BornCincyFan,nflcommish,Mention
4107,BornCincyFan,NFL,Mention
4108,MasterAtWorkinc,MasterAtWorkinc,RT
4109,PropMclaughlin_,Mikechanginvest,RT
4110,THE_GRAYF0X,JoeGoodberry,Mention
4110,THE_GRAYF0X,nfl,Mention
4111,NoDiiscussiion,CoachOBrien,Mention
4111,NoDiiscussiion,WokeThuney,Mention
4111,NoDiiscussiion,NFL_DovKleiman,Mention
4111,NoDiiscussiion,Real10jayy__,Mention
4112,Pqranold,edits841,RT
4114,WTFinSoCal,heyjacqui_,Mention
4115,FormerNFLFan789,THE_GRAYF0X,RT
4115,FormerNFLFan789,nfl,RT
4115,FormerNFLFan789,NFLOfficiating,RT
4115,FormerNFLFan789,nflcommish,RT
4117,THE_GRAYF0X,nfl,Mention
4117,THE_GRAYF0X,NFLOfficiating,Mention
4117,THE_GRAYF0X,nflcommish,Mention
4118,jackihillis22,DonCoop20,Mention
4118,jackihillis22,PFTCommenter,Mention
4118,jackihillis22,ArianFoster,Mention
4120,KecksterFal,_willcompton,Mention
4121,SkylerBertram1,VivaLaStool,RT
4121,SkylerBertram1,ArianFoster,RT
4121,SkylerBertram1,MacrodosingPod,RT
4122,RicoMuscatel,NFLonFOX,Mention
4122,RicoMuscatel,Chiefs,Mention
4122,RicoMuscatel,Eagles,Mention
4123,EspressoJose,tipico,Mention
4124,thetadrivium,Throwback420,RT
4125,thetadrivium,GetYoShinebox,RT
4127,plingon11,Readitandweep2,Mention
4129,Jan11555,taufikl,Mention
4130,SpadedLord,midwest_fancy,RT
4132,Dwheel_14,NFL,Mention
4132,Dwheel_14,NFLonFOX,Mention
4132,Dwheel_14,NFLFilms,Mention
4132,Dwheel_14,Chiefs,Mention
4132,Dwheel_14,Bengals,Mention
4133,ubok1978,Kramed67037,Mention
4133,ubok1978,GottliebShow,Mention
4134,Viyapoo,WWERuthlessEra,RT
4135,punkrockdub,GeneSteratore,Mention
4136,Lvnd00,NFL,Mention
4136,Lvnd00,nflnetwork,Mention
4136,Lvnd00,ESPNNFL,Mention
4139,ubok1978,Aftermath_KC,Mention
4140,BREAK_BoyAplus,FormerNFLFan789,RT
4142,SpikeTheNews2,FormerNFLFan789,RT
4143,Lisa20271524,Sir_Saint1,RT
4144,ayoo_noah,FormerNFLFan789,RT
4145,ayoo_noah,edits841,RT
4146,FormerNFLFan789,edits841,RT
4147,BenLineback,FormerNFLFan789,RT
4149,edits841,FormerNFLFan789,RT
4150,phee2_mc,FormerNFLFan789,RT
4151,InkyBri,NFL,Mention
4152,DigitalPtGuard,FormerNFLFan789,RT
4154,SiefkenRobert,AdamSchefter,Mention
4155,grandadteddy,AdamSchefter,Mention
4157,LordShaq2,FormerNFLFan789,RT
4158,Shadology101,FormerNFLFan789,RT
4159,DanielMusto10,FormerNFLFan789,RT
4161,cammarshallfilm,TH3_GOD_,Mention
4161,cammarshallfilm,YoungAngel_,Mention
4161,cammarshallfilm,FirstTake,Mention
4161,cammarshallfilm,MikeFrancesa,Mention
4162,FormerNFLFan789,MAGAMAN858,RT
4162,FormerNFLFan789,NFL,RT
4163,FormerNFLFan789,BornCincyFan,RT
4163,FormerNFLFan789,nflcommish,RT
4163,FormerNFLFan789,NFL,RT
4166,FootballFan734,nflcommish,Mention
4167,wtondo,TheHouse_Ent,RT
4168,_TheZyro,barstoolsports,RT
4171,MAGAMAN858,NFL,Mention
4172,Piersky65,realAlexRWagner,RT
4173,_VictorChaos,Billyhottakes,Mention
4173,_VictorChaos,PFN365,Mention
4174,THE_GRAYF0X,WilliamScottDe3,Mention
4174,THE_GRAYF0X,GottliebShow,Mention
4175,THE_GRAYF0X,NFL,Mention
4176,SiefkenRobert,Chiefs,Mention
4178,rusteezeworld,WorimiFella,RT
4178,rusteezeworld,Bengals,RT
4179,Gruelingtruth,thebengalorian,Mention
4179,Gruelingtruth,TheBengalsWire,Mention
4179,Gruelingtruth,WhoDey_UK,Mention
4179,Gruelingtruth,BengalsNation8,Mention
4179,Gruelingtruth,moose196850,Mention
4179,Gruelingtruth,WhoooDeyy,Mention
4179,Gruelingtruth,BengalsTalk,Mention
4180,WilliamScottDe3,GottliebShow,Mention
4182,ChadJobe2,ShereeWLWT,Mention
4183,9thwdleekilla,Throwback420,RT
4184,cinbengalsJB9,TonyKnowsBall,RT
4185,cinbengalsJB9,gosuprime21,RT
4186,cinbengalsJB9,LazyMxtt,RT
4187,cinbengalsJB9,ppotterta,RT
4188,cinbengalsJB9,MediaLiarz,RT
4188,cinbengalsJB9,tkelce,RT
4188,cinbengalsJB9,PatrickMahomes,RT
4188,cinbengalsJB9,BrittanyLynne,RT
4189,cinbengalsJB9,GetYoShinebox,RT
4191,cinbengalsJB9,CINClothingCo,RT
4192,cinbengalsJB9,punkrockdub,RT
4193,cinbengalsJB9,VARGASSZNN,RT
4194,cinbengalsJB9,Thomas_Buckeye5,RT
4195,cinbengalsJB9,DatFrostyOne,RT
4196,cinbengalsJB9,Cromezn,RT
4197,DonBrow77958233,NFL,Mention
4197,DonBrow77958233,TomBrady,Mention
4198,cinbengalsJB9,curtisxu,RT
4199,cinbengalsJB9,Pi_sulaiman,RT
4200,jayspartan20,MasterAtWorkinc,RT
4202,Layne__w,FormerNFLFan789,RT
4203,texaskid4life,MasterAtWorkinc,RT
4206,floydianship,MasterAtWorkinc,RT
4207,BornCincyFan,nflcommish,Mention
4207,BornCincyFan,NFL,Mention
4208,MasterAtWorkinc,MasterAtWorkinc,RT
4209,PropMclaughlin_,Mikechanginvest,RT
4210,THE_GRAYF0X,JoeGoodberry,Mention
4210,THE_GRAYF0X,nfl,Mention
4211,NoDiiscussiion,CoachOBrien,Mention
4211,NoDiiscussiion,WokeThuney,Mention
4211,NoDiiscussiion,NFL_DovKleiman,Mention
4211,NoDiiscussiion,Real10jayy__,Mention
4212,Pqranold,edits841,RT
4214,WTFinSoCal,heyjacqui_,Mention
4215,FormerNFLFan789,THE_GRAYF0X,RT
4215,FormerNFLFan789,nfl,RT
4215,FormerNFLFan789,NFLOfficiating,RT
4215,FormerNFLFan789,nflcommish,RT
4217,THE_GRAYF0X,nfl,Mention
4217,THE_GRAYF0X,NFLOfficiating,Mention
4217,THE_GRAYF0X,nflcommish,Mention
4218,jackihillis22,DonCoop20,Mention
4218,jackihillis22,PFTCommenter,Mention
4218,jackihillis22,ArianFoster,Mention
4220,KecksterFal,_willcompton,Mention
4221,SkylerBertram1,VivaLaStool,RT
4221,SkylerBertram1,ArianFoster,RT
4221,SkylerBertram1,MacrodosingPod,RT
4222,RicoMuscatel,NFLonFOX,Mention
4222,RicoMuscatel,Chiefs,Mention
4222,RicoMuscatel,Eagles,Mention
4223,EspressoJose,tipico,Mention
4224,thetadrivium,Throwback420,RT
4225,thetadrivium,GetYoShinebox,RT
4227,plingon11,Readitandweep2,Mention
4229,Jan11555,taufikl,Mention
4230,SpadedLord,midwest_fancy,RT
4232,Dwheel_14,NFL,Mention
4232,Dwheel_14,NFLonFOX,Mention
4232,Dwheel_14,NFLFilms,Mention
4232,Dwheel_14,Chiefs,Mention
4232,Dwheel_14,Bengals,Mention
4233,ubok1978,Kramed67037,Mention
4233,ubok1978,GottliebShow,Mention
4234,Viyapoo,WWERuthlessEra,RT
4235,punkrockdub,GeneSteratore,Mention
4236,Lvnd00,NFL,Mention
4236,Lvnd00,nflnetwork,Mention
4236,Lvnd00,ESPNNFL,Mention
4239,ubok1978,Aftermath_KC,Mention
4240,BREAK_BoyAplus,FormerNFLFan789,RT
4242,SpikeTheNews2,FormerNFLFan789,RT
4243,Lisa20271524,Sir_Saint1,RT
4244,ayoo_noah,FormerNFLFan789,RT
4245,ayoo_noah,edits841,RT
4246,FormerNFLFan789,edits841,RT
4247,BenLineback,FormerNFLFan789,RT
4249,edits841,FormerNFLFan789,RT
4250,phee2_mc,FormerNFLFan789,RT
4251,InkyBri,NFL,Mention
4252,DigitalPtGuard,FormerNFLFan789,RT
4254,SiefkenRobert,AdamSchefter,Mention
4255,grandadteddy,AdamSchefter,Mention
4257,LordShaq2,FormerNFLFan789,RT
4258,Shadology101,FormerNFLFan789,RT
4259,DanielMusto10,FormerNFLFan789,RT
4261,cammarshallfilm,TH3_GOD_,Mention
4261,cammarshallfilm,YoungAngel_,Mention
4261,cammarshallfilm,FirstTake,Mention
4261,cammarshallfilm,MikeFrancesa,Mention
4262,FormerNFLFan789,MAGAMAN858,RT
4262,FormerNFLFan789,NFL,RT
4263,FormerNFLFan789,BornCincyFan,RT
4263,FormerNFLFan789,nflcommish,RT
4263,FormerNFLFan789,NFL,RT
4266,FootballFan734,nflcommish,Mention
4267,wtondo,TheHouse_Ent,RT
4268,_TheZyro,barstoolsports,RT
4271,MAGAMAN858,NFL,Mention
4272,Piersky65,realAlexRWagner,RT
4273,_VictorChaos,Billyhottakes,Mention
4273,_VictorChaos,PFN365,Mention
4274,THE_GRAYF0X,WilliamScottDe3,Mention
4274,THE_GRAYF0X,GottliebShow,Mention
4275,THE_GRAYF0X,NFL,Mention
4276,SiefkenRobert,Chiefs,Mention
4278,rusteezeworld,WorimiFella,RT
4278,rusteezeworld,Bengals,RT
4279,Gruelingtruth,thebengalorian,Mention
4279,Gruelingtruth,TheBengalsWire,Mention
4279,Gruelingtruth,WhoDey_UK,Mention
4279,Gruelingtruth,BengalsNation8,Mention
4279,Gruelingtruth,moose196850,Mention
4279,Gruelingtruth,WhoooDeyy,Mention
4279,Gruelingtruth,BengalsTalk,Mention
4280,WilliamScottDe3,GottliebShow,Mention
4282,ChadJobe2,ShereeWLWT,Mention
4283,9thwdleekilla,Throwback420,RT
4284,cinbengalsJB9,TonyKnowsBall,RT
4285,cinbengalsJB9,gosuprime21,RT
4286,cinbengalsJB9,LazyMxtt,RT
4287,cinbengalsJB9,ppotterta,RT
4288,cinbengalsJB9,MediaLiarz,RT
4288,cinbengalsJB9,tkelce,RT
4288,cinbengalsJB9,PatrickMahomes,RT
4288,cinbengalsJB9,BrittanyLynne,RT
4289,cinbengalsJB9,GetYoShinebox,RT
4291,cinbengalsJB9,CINClothingCo,RT
4292,cinbengalsJB9,punkrockdub,RT
4293,cinbengalsJB9,VARGASSZNN,RT
4294,cinbengalsJB9,Thomas_Buckeye5,RT
4295,cinbengalsJB9,DatFrostyOne,RT
4296,cinbengalsJB9,Cromezn,RT
4297,DonBrow77958233,NFL,Mention
4297,DonBrow77958233,TomBrady,Mention
4298,cinbengalsJB9,curtisxu,RT
4299,cinbengalsJB9,Pi_sulaiman,RT
4300,jayspartan20,MasterAtWorkinc,RT
4302,Layne__w,FormerNFLFan789,RT
4303,texaskid4life,MasterAtWorkinc,RT
4306,floydianship,MasterAtWorkinc,RT
4307,BornCincyFan,nflcommish,Mention
4307,BornCincyFan,NFL,Mention
4308,MasterAtWorkinc,MasterAtWorkinc,RT
4309,PropMclaughlin_,Mikechanginvest,RT
4310,THE_GRAYF0X,JoeGoodberry,Mention
4310,THE_GRAYF0X,nfl,Mention
4311,NoDiiscussiion,CoachOBrien,Mention
4311,NoDiiscussiion,WokeThuney,Mention
4311,NoDiiscussiion,NFL_DovKleiman,Mention
4311,NoDiiscussiion,Real10jayy__,Mention
4312,Pqranold,edits841,RT
4314,WTFinSoCal,heyjacqui_,Mention
4315,FormerNFLFan789,THE_GRAYF0X,RT
4315,FormerNFLFan789,nfl,RT
4315,FormerNFLFan789,NFLOfficiating,RT
4315,FormerNFLFan789,nflcommish,RT
4317,THE_GRAYF0X,nfl,Mention
4317,THE_GRAYF0X,NFLOfficiating,Mention
4317,THE_GRAYF0X,nflcommish,Mention
4318,jackihillis22,DonCoop20,Mention
4318,jackihillis22,PFTCommenter,Mention
4318,jackihillis22,ArianFoster,Mention
4320,KecksterFal,_willcompton,Mention
4321,SkylerBertram1,VivaLaStool,RT
4321,SkylerBertram1,ArianFoster,RT
4321,SkylerBertram1,MacrodosingPod,RT
4322,RicoMuscatel,NFLonFOX,Mention
4322,RicoMuscatel,Chiefs,Mention
4322,RicoMuscatel,Eagles,Mention
4323,EspressoJose,tipico,Mention
4324,thetadrivium,Throwback420,RT
4325,thetadrivium,GetYoShinebox,RT
4327,plingon11,Readitandweep2,Mention
4329,Jan11555,taufikl,Mention
4330,SpadedLord,midwest_fancy,RT
4332,Dwheel_14,NFL,Mention
4332,Dwheel_14,NFLonFOX,Mention
4332,Dwheel_14,NFLFilms,Mention
4332,Dwheel_14,Chiefs,Mention
4332,Dwheel_14,Bengals,Mention
4333,ubok1978,Kramed67037,Mention
4333,ubok1978,GottliebShow,Mention
4334,Viyapoo,WWERuthlessEra,RT
4335,punkrockdub,GeneSteratore,Mention
4336,Lvnd00,NFL,Mention
4336,Lvnd00,nflnetwork,Mention
4336,Lvnd00,ESPNNFL,Mention
4339,ubok1978,Aftermath_KC,Mention
4340,BREAK_BoyAplus,FormerNFLFan789,RT
4342,SpikeTheNews2,FormerNFLFan789,RT
4343,Lisa20271524,Sir_Saint1,RT
4344,ayoo_noah,FormerNFLFan789,RT
4345,ayoo_noah,edits841,RT
4346,FormerNFLFan789,edits841,RT
4347,BenLineback,FormerNFLFan789,RT
4349,edits841,FormerNFLFan789,RT
4350,phee2_mc,FormerNFLFan789,RT
4351,InkyBri,NFL,Mention
4352,DigitalPtGuard,FormerNFLFan789,RT
4354,SiefkenRobert,AdamSchefter,Mention
4355,grandadteddy,AdamSchefter,Mention
4357,LordShaq2,FormerNFLFan789,RT
4358,Shadology101,FormerNFLFan789,RT
4359,DanielMusto10,FormerNFLFan789,RT
4361,cammarshallfilm,TH3_GOD_,Mention
4361,cammarshallfilm,YoungAngel_,Mention
4361,cammarshallfilm,FirstTake,Mention
4361,cammarshallfilm,MikeFrancesa,Mention
4362,FormerNFLFan789,MAGAMAN858,RT
4362,FormerNFLFan789,NFL,RT
4363,FormerNFLFan789,BornCincyFan,RT
4363,FormerNFLFan789,nflcommish,RT
4363,FormerNFLFan789,NFL,RT
4366,FootballFan734,nflcommish,Mention
4367,wtondo,TheHouse_Ent,RT
4368,_TheZyro,barstoolsports,RT
4371,MAGAMAN858,NFL,Mention
4372,Piersky65,realAlexRWagner,RT
4373,_VictorChaos,Billyhottakes,Mention
4373,_VictorChaos,PFN365,Mention
4374,THE_GRAYF0X,WilliamScottDe3,Mention
4374,THE_GRAYF0X,GottliebShow,Mention
4375,THE_GRAYF0X,NFL,Mention
4376,SiefkenRobert,Chiefs,Mention
4378,rusteezeworld,WorimiFella,RT
4378,rusteezeworld,Bengals,RT
4379,Gruelingtruth,thebengalorian,Mention
4379,Gruelingtruth,TheBengalsWire,Mention
4379,Gruelingtruth,WhoDey_UK,Mention
4379,Gruelingtruth,BengalsNation8,Mention
4379,Gruelingtruth,moose196850,Mention
4379,Gruelingtruth,WhoooDeyy,Mention
4379,Gruelingtruth,BengalsTalk,Mention
4380,WilliamScottDe3,GottliebShow,Mention
4382,ChadJobe2,ShereeWLWT,Mention
4383,9thwdleekilla,Throwback420,RT
4384,cinbengalsJB9,TonyKnowsBall,RT
4385,cinbengalsJB9,gosuprime21,RT
4386,cinbengalsJB9,LazyMxtt,RT
4387,cinbengalsJB9,ppotterta,RT
4388,cinbengalsJB9,MediaLiarz,RT
4388,cinbengalsJB9,tkelce,RT
4388,cinbengalsJB9,PatrickMahomes,RT
4388,cinbengalsJB9,BrittanyLynne,RT
4389,cinbengalsJB9,GetYoShinebox,RT
4391,cinbengalsJB9,CINClothingCo,RT
4392,cinbengalsJB9,punkrockdub,RT
4393,cinbengalsJB9,VARGASSZNN,RT
4394,cinbengalsJB9,Thomas_Buckeye5,RT
4395,cinbengalsJB9,DatFrostyOne,RT
4396,cinbengalsJB9,Cromezn,RT
4397,DonBrow77958233,NFL,Mention
4397,DonBrow77958233,TomBrady,Mention
4398,cinbengalsJB9,curtisxu,RT
4399,cinbengalsJB9,Pi_sulaiman,RT
4400,jayspartan20,MasterAtWorkinc,RT
4402,Layne__w,FormerNFLFan789,RT
4403,texaskid4life,MasterAtWorkinc,RT
4406,floydianship,MasterAtWorkinc,RT
4407,BornCincyFan,nflcommish,Mention
4407,BornCincyFan,NFL,Mention
4408,MasterAtWorkinc,MasterAtWorkinc,RT
4409,PropMclaughlin_,Mikechanginvest,RT
4410,THE_GRAYF0X,JoeGoodberry,Mention
4410,THE_GRAYF0X,nfl,Mention
4411,NoDiiscussiion,CoachOBrien,Mention
4411,NoDiiscussiion,WokeThuney,Mention
4411,NoDiiscussiion,NFL_DovKleiman,Mention
4411,NoDiiscussiion,Real10jayy__,Mention
4412,Pqranold,edits841,RT
4414,WTFinSoCal,heyjacqui_,Mention
4415,FormerNFLFan789,THE_GRAYF0X,RT
4415,FormerNFLFan789,nfl,RT
4415,FormerNFLFan789,NFLOfficiating,RT
4415,FormerNFLFan789,nflcommish,RT
4417,THE_GRAYF0X,nfl,Mention
4417,THE_GRAYF0X,NFLOfficiating,Mention
4417,THE_GRAYF0X,nflcommish,Mention
4418,jackihillis22,DonCoop20,Mention
4418,jackihillis22,PFTCommenter,Mention
4418,jackihillis22,ArianFoster,Mention
4420,KecksterFal,_willcompton,Mention
4421,SkylerBertram1,VivaLaStool,RT
4421,SkylerBertram1,ArianFoster,RT
4421,SkylerBertram1,MacrodosingPod,RT
4422,RicoMuscatel,NFLonFOX,Mention
4422,RicoMuscatel,Chiefs,Mention
4422,RicoMuscatel,Eagles,Mention
4423,EspressoJose,tipico,Mention
4424,thetadrivium,Throwback420,RT
4425,thetadrivium,GetYoShinebox,RT
4427,plingon11,Readitandweep2,Mention
4429,Jan11555,taufikl,Mention
4430,SpadedLord,midwest_fancy,RT
4432,Dwheel_14,NFL,Mention
4432,Dwheel_14,NFLonFOX,Mention
